availability_last_update,dayquery,hourquery,available_bikes,temperature,wind_speed,pressure,humidity,weather_main
"11th March 2023",Saturday,9,30,285.44,4.63,1013,83,Clouds
"11th March 2023",Saturday,9,30,285.67,4.63,1013,83,Clouds
"11th March 2023",Saturday,9,30,285.73,4.63,1013,83,Clouds
"11th March 2023",Saturday,9,30,285.73,4.63,1013,83,Clouds
"11th March 2023",Saturday,9,30,285.74,4.63,1013,82,Clouds
"11th March 2023",Saturday,9,30,285.74,5.66,1013,82,Clouds
"11th March 2023",Saturday,9,30,285.74,5.66,1013,82,Clouds
"11th March 2023",Saturday,9,30,285.89,5.66,1013,82,Clouds
"11th March 2023",Saturday,9,30,285.89,5.66,1013,82,Clouds
"11th March 2023",Saturday,9,30,285.89,5.66,1013,82,Clouds
"11th March 2023",Saturday,9,30,286.24,5.66,1013,83,Clouds
"11th March 2023",Saturday,9,30,286.24,5.14,1013,83,Drizzle
"11th March 2023",Saturday,9,30,286.24,5.14,1013,83,Drizzle
"11th March 2023",Saturday,9,30,286.24,5.14,1013,83,Drizzle
"11th March 2023",Saturday,9,30,286.12,5.14,1013,85,Drizzle
"11th March 2023",Saturday,9,30,285.84,3.13,1013,87,Drizzle
"11th March 2023",Saturday,9,30,285.84,3.13,1013,87,Drizzle
"11th March 2023",Saturday,9,30,285.53,4.63,1013,89,Drizzle
"11th March 2023",Saturday,9,30,285.53,4.63,1013,89,Drizzle
"11th March 2023",Saturday,9,30,285.58,5.14,1014,87,Clouds
"11th March 2023",Saturday,9,30,285.6,5.14,1014,87,Clouds
"11th March 2023",Saturday,9,30,285.6,5.14,1014,87,Clouds
"11th March 2023",Saturday,9,30,285.6,5.14,1014,88,Clouds
"11th March 2023",Saturday,9,30,285.47,5.14,1013,89,Clouds
"11th March 2023",Saturday,9,30,285.53,6.17,1013,89,Clouds
"11th March 2023",Saturday,9,30,285.53,6.17,1013,89,Clouds
"11th March 2023",Saturday,9,30,286.06,6.17,1013,87,Clouds
"11th March 2023",Saturday,9,30,286.13,6.17,1013,87,Clouds
"11th March 2023",Saturday,9,30,286.61,6.17,1013,86,Clouds
"11th March 2023",Saturday,9,30,287.17,5.66,1013,84,Clouds
"11th March 2023",Saturday,9,30,287.17,5.66,1013,84,Clouds
"11th March 2023",Saturday,9,30,287.52,5.66,1013,81,Clouds
"11th March 2023",Saturday,9,30,287.52,5.66,1013,81,Clouds
"11th March 2023",Saturday,9,30,287.52,5.66,1013,81,Clouds
"11th March 2023",Saturday,9,30,287.79,6.17,1013,80,Rain
"11th March 2023",Saturday,9,30,287.99,6.17,1013,79,Rain
"11th March 2023",Saturday,9,30,287.99,6.17,1013,79,Rain
"11th March 2023",Saturday,9,30,287.99,5.66,1013,79,Rain
"11th March 2023",Saturday,9,30,287.99,5.66,1013,79,Rain
"11th March 2023",Saturday,9,30,287.53,5.66,1014,81,Rain
"11th March 2023",Saturday,9,30,287.53,5.66,1014,81,Rain
"11th March 2023",Saturday,9,30,287.51,6.17,1014,82,Rain
"11th March 2023",Saturday,9,30,287.51,6.17,1014,82,Rain
"11th March 2023",Saturday,9,30,287.51,6.17,1014,82,Rain
"11th March 2023",Saturday,9,30,287.51,6.17,1014,82,Rain
"11th March 2023",Saturday,9,30,287.51,6.17,1014,82,Rain
"11th March 2023",Saturday,9,30,287.51,6.17,1014,82,Rain
"11th March 2023",Saturday,9,30,287.51,7.72,1014,82,Clouds
"11th March 2023",Saturday,9,30,287.51,7.72,1014,82,Clouds
"11th March 2023",Saturday,9,30,288.08,7.72,1014,80,Clouds
"11th March 2023",Saturday,9,30,288.13,7.2,1014,80,Rain
"11th March 2023",Saturday,9,30,288.13,7.2,1014,80,Clouds
"11th March 2023",Saturday,9,30,288.13,7.2,1014,80,Clouds
"11th March 2023",Saturday,9,30,288.04,7.2,1014,80,Clouds
"11th March 2023",Saturday,9,30,288.04,7.2,1014,80,Clouds
"11th March 2023",Saturday,9,30,288.04,7.2,1014,80,Clouds
"11th March 2023",Saturday,9,30,287.94,4.63,1014,80,Rain
"11th March 2023",Saturday,9,30,288.01,4.63,1014,80,Clouds
"11th March 2023",Saturday,9,30,288.01,4.63,1014,80,Rain
"11th March 2023",Saturday,9,30,288.01,4.63,1014,80,Clouds
"11th March 2023",Saturday,9,30,287.92,6.69,1014,78,Clouds
"11th March 2023",Saturday,9,30,287.92,6.69,1014,78,Rain
"11th March 2023",Saturday,9,30,287.92,6.69,1015,78,Clouds
"11th March 2023",Saturday,9,30,287.92,6.69,1015,78,Clouds
"11th March 2023",Saturday,9,30,287.92,6.69,1015,78,Clouds
"11th March 2023",Saturday,9,30,287.92,6.69,1015,78,Clouds
"11th March 2023",Saturday,9,30,287.93,6.69,1015,78,Clouds
"11th March 2023",Saturday,9,30,288.08,6.69,1014,79,Clouds
"11th March 2023",Saturday,9,30,288.08,6.69,1014,79,Clouds
"11th March 2023",Saturday,9,30,288,6.69,1014,79,Clouds
"11th March 2023",Saturday,9,30,287.86,5.14,1014,79,Clouds
"11th March 2023",Saturday,9,30,287.86,5.14,1014,79,Clouds
"11th March 2023",Saturday,9,30,287.86,5.14,1014,79,Clouds
"11th March 2023",Saturday,9,30,287.61,5.14,1014,80,Clouds
"11th March 2023",Saturday,9,30,287.61,5.14,1014,80,Clouds
"11th March 2023",Saturday,9,30,287.54,5.66,1014,80,Clouds
"11th March 2023",Saturday,9,30,287.54,5.66,1014,80,Clouds
"11th March 2023",Saturday,9,30,287.29,5.66,1014,81,Clouds
"11th March 2023",Saturday,9,30,287.21,5.66,1014,81,Clouds
"11th March 2023",Saturday,9,30,287.28,6.69,1014,81,Clouds
"11th March 2023",Saturday,9,30,287.28,6.69,1014,81,Clouds
"11th March 2023",Saturday,9,30,287.2,6.69,1014,82,Clouds
"11th March 2023",Saturday,9,30,287.2,6.69,1014,82,Clouds
"11th March 2023",Saturday,9,30,287.1,6.69,1014,83,Clouds
"11th March 2023",Saturday,9,30,286.73,6.69,1015,83,Clouds
"11th March 2023",Saturday,9,30,286.73,6.69,1015,83,Clouds
"11th March 2023",Saturday,9,30,286.57,6.69,1015,83,Clouds
"11th March 2023",Saturday,9,30,286.69,6.69,1014,84,Clouds
"11th March 2023",Saturday,9,30,286.69,6.69,1014,84,Clouds
"11th March 2023",Saturday,9,30,286.69,6.69,1014,84,Clouds
"11th March 2023",Saturday,9,30,286.69,6.69,1014,83,Clouds
"11th March 2023",Saturday,9,30,286.66,6.69,1014,83,Rain
"11th March 2023",Saturday,9,30,286.36,7.2,1015,83,Rain
"11th March 2023",Saturday,9,30,286.36,7.2,1015,83,Rain
"11th March 2023",Saturday,9,30,286.29,7.2,1015,84,Clouds
"11th March 2023",Saturday,9,30,286.29,7.2,1015,84,Clouds
"11th March 2023",Saturday,9,30,285.85,8.23,1015,85,Clouds
"11th March 2023",Saturday,9,30,285.85,8.23,1015,84,Clouds
"11th March 2023",Saturday,9,30,285.83,8.23,1015,84,Clouds
"11th March 2023",Saturday,9,30,285.83,8.23,1015,84,Clouds
"11th March 2023",Saturday,9,30,285.83,8.23,1015,84,Clouds
"11th March 2023",Saturday,9,30,285.54,6.69,1015,87,Clouds
"11th March 2023",Saturday,9,30,285.33,6.69,1015,88,Clouds
"11th March 2023",Saturday,9,30,285.33,6.69,1015,88,Clouds
"11th March 2023",Saturday,9,30,285.24,3.09,1015,86,Clouds
"11th March 2023",Saturday,9,30,285.24,3.09,1015,86,Clouds
"11th March 2023",Saturday,9,30,285.24,3.09,1015,86,Clouds
"11th March 2023",Saturday,9,30,285.19,6.17,1015,86,Clouds
"11th March 2023",Saturday,9,30,285.12,6.17,1015,86,Clouds
"11th March 2023",Saturday,9,30,285.12,6.17,1015,86,Clouds
"11th March 2023",Saturday,9,30,285.02,6.17,1015,87,Clouds
"11th March 2023",Saturday,9,30,285.14,6.17,1015,86,Clouds
"11th March 2023",Saturday,9,30,284.62,3.09,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.62,3.09,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.8,6.17,1015,86,Clouds
"11th March 2023",Saturday,9,30,284.8,6.17,1015,86,Clouds
"11th March 2023",Saturday,9,30,284.8,6.17,1015,87,Clouds
"11th March 2023",Saturday,9,30,284.8,6.17,1015,87,Clouds
"11th March 2023",Saturday,9,30,284.72,6.17,1015,87,Clouds
"11th March 2023",Saturday,9,30,284.54,3.6,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.54,3.6,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1015,88,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1015,88,Rain
"11th March 2023",Saturday,9,30,284.54,4.63,1015,87,Rain
"11th March 2023",Saturday,9,30,284.54,4.63,1015,87,Clouds
"11th March 2023",Saturday,9,30,284.54,4.63,1015,87,Clouds
"11th March 2023",Saturday,9,30,284.46,7.72,1015,87,Clouds
"11th March 2023",Saturday,9,30,284.46,7.72,1015,87,Rain
"11th March 2023",Saturday,9,30,284.36,7.72,1016,86,Clouds
"11th March 2023",Saturday,9,30,284.24,7.72,1016,85,Clouds
"11th March 2023",Saturday,9,30,284.3,4.92,1016,85,Clouds
"11th March 2023",Saturday,9,30,284.3,4.63,1016,85,Clouds
"11th March 2023",Saturday,9,30,284.3,5.14,1016,85,Clouds
"11th March 2023",Saturday,9,30,284.24,7.72,1016,85,Clouds
"11th March 2023",Saturday,9,30,284.24,7.72,1016,85,Clouds
"11th March 2023",Saturday,9,30,284.14,7.72,1016,86,Clouds
"11th March 2023",Saturday,9,30,283.82,7.72,1016,88,Clouds
"11th March 2023",Saturday,9,30,283.82,7.72,1016,88,Clouds
"11th March 2023",Saturday,9,30,283.84,5.14,1016,89,Clouds
"11th March 2023",Saturday,9,30,283.84,5.14,1016,89,Clouds
"11th March 2023",Saturday,9,30,283.69,8.23,1017,88,Clouds
"11th March 2023",Saturday,9,30,283.69,8.23,1017,88,Clouds
"11th March 2023",Saturday,9,30,283.69,8.23,1017,89,Clouds
"11th March 2023",Saturday,9,30,283.69,8.23,1017,88,Clouds
"11th March 2023",Saturday,9,30,283.69,8.23,1017,88,Clouds
"11th March 2023",Saturday,9,30,283.69,8.23,1017,88,Clouds
"11th March 2023",Saturday,9,30,283.69,8.23,1017,88,Clouds
"11th March 2023",Saturday,9,30,283.96,4.63,1017,86,Clouds
"11th March 2023",Saturday,9,30,283.96,4.63,1017,86,Clouds
"11th March 2023",Saturday,9,30,283.93,7.72,1017,86,Clouds
"11th March 2023",Saturday,9,30,283.93,7.72,1017,86,Rain
"11th March 2023",Saturday,9,30,283.69,7.72,1017,89,Clouds
"11th March 2023",Saturday,9,30,283.69,7.72,1017,89,Rain
"11th March 2023",Saturday,9,30,283.93,7.72,1017,85,Rain
"11th March 2023",Saturday,9,30,283.93,7.72,1017,85,Clouds
"11th March 2023",Saturday,9,30,283.6,2.57,1018,87,Clouds
"11th March 2023",Saturday,9,30,283.6,2.57,1017,87,Clouds
"11th March 2023",Saturday,9,30,283.6,2.57,1017,87,Clouds
"11th March 2023",Saturday,9,30,283.75,8.23,1017,86,Rain
"11th March 2023",Saturday,9,30,283.75,8.23,1017,86,Rain
"11th March 2023",Saturday,9,30,283.47,8.23,1018,87,Rain
"11th March 2023",Saturday,9,30,283.47,8.23,1018,87,Clouds
"11th March 2023",Saturday,9,30,283.47,8.23,1018,87,Clouds
"11th March 2023",Saturday,9,30,283.33,8.23,1018,88,Rain
"11th March 2023",Saturday,9,30,283.26,8.23,1018,88,Rain
"11th March 2023",Saturday,9,30,283.06,3.09,1018,89,Rain
"11th March 2023",Saturday,9,30,283.06,3.09,1018,89,Rain
"11th March 2023",Saturday,9,30,283.05,7.2,1018,89,Rain
"11th March 2023",Saturday,9,30,283.05,7.2,1018,89,Rain
"11th March 2023",Saturday,9,30,282.74,7.2,1018,91,Rain
"11th March 2023",Saturday,9,30,282.74,7.2,1018,91,Rain
"11th March 2023",Saturday,9,30,282.74,7.2,1018,91,Rain
"11th March 2023",Saturday,9,30,282.84,7.2,1018,89,Rain
"11th March 2023",Saturday,9,30,282.84,7.2,1018,89,Rain
"11th March 2023",Saturday,9,30,282.86,5.14,1019,89,Rain
"11th March 2023",Saturday,9,30,282.86,5.14,1019,89,Rain
"11th March 2023",Saturday,9,30,282.87,7.2,1019,89,Rain
"11th March 2023",Saturday,9,30,282.87,7.2,1019,89,Rain
"11th March 2023",Saturday,9,30,282.87,7.2,1019,89,Rain
"11th March 2023",Saturday,9,30,282.87,7.2,1019,89,Rain
"11th March 2023",Saturday,9,30,282.74,7.2,1019,89,Rain
"11th March 2023",Saturday,9,30,282.74,7.2,1019,89,Rain
"11th March 2023",Saturday,9,30,282.74,7.2,1019,89,Rain
"11th March 2023",Saturday,9,30,282.88,7.2,1019,87,Rain
"11th March 2023",Saturday,9,30,283.01,5.14,1019,85,Rain
"11th March 2023",Saturday,9,30,283.01,5.14,1019,85,Rain
"11th March 2023",Saturday,9,30,283.01,5.14,1019,84,Rain
"11th March 2023",Saturday,9,30,283.05,6.17,1019,84,Rain
"11th March 2023",Saturday,9,30,283.05,6.17,1019,84,Rain
"11th March 2023",Saturday,9,30,283.05,6.17,1019,84,Rain
"11th March 2023",Saturday,9,30,283.31,6.17,1019,83,Rain
"11th March 2023",Saturday,9,30,283.38,6.17,1019,81,Rain
"11th March 2023",Saturday,9,30,283.38,6.17,1019,81,Rain
"11th March 2023",Saturday,9,30,283.38,6.17,1019,81,Rain
"11th March 2023",Saturday,9,30,283.72,5.14,1019,76,Rain
"11th March 2023",Saturday,9,30,283.83,5.14,1019,75,Rain
"11th March 2023",Saturday,9,30,283.82,5.14,1019,75,Rain
"11th March 2023",Saturday,9,30,283.82,5.14,1019,74,Rain
"11th March 2023",Saturday,9,30,283.67,5.14,1019,74,Rain
"11th March 2023",Saturday,9,30,283.67,5.66,1019,74,Rain
"11th March 2023",Saturday,9,30,283.67,5.66,1019,74,Rain
"11th March 2023",Saturday,9,30,283.82,5.66,1019,73,Rain
"11th March 2023",Saturday,9,30,284.22,5.66,1019,72,Rain
"11th March 2023",Saturday,9,30,284.22,5.66,1019,72,Rain
"11th March 2023",Saturday,9,30,284.17,7.2,1020,71,Rain
"11th March 2023",Saturday,9,30,284.17,7.2,1020,71,Rain
"11th March 2023",Saturday,9,30,284.17,7.2,1020,71,Clouds
"11th March 2023",Saturday,9,30,284.17,7.2,1020,71,Clouds
"11th March 2023",Saturday,9,30,284.24,7.2,1020,70,Clouds
"11th March 2023",Saturday,9,30,284.36,7.2,1020,70,Clouds
"11th March 2023",Saturday,9,30,284.36,7.2,1020,70,Clouds
"11th March 2023",Saturday,9,30,284.36,7.2,1020,70,Clouds
"11th March 2023",Saturday,9,30,284.76,8.75,1020,69,Clouds
"11th March 2023",Saturday,9,30,284.76,8.75,1020,69,Clouds
"11th March 2023",Saturday,9,30,284.76,8.75,1020,69,Clouds
"11th March 2023",Saturday,9,30,284.76,8.75,1020,68,Clouds
"11th March 2023",Saturday,9,30,284.76,8.75,1020,68,Clouds
"11th March 2023",Saturday,9,30,284.76,8.75,1020,68,Clouds
"11th March 2023",Saturday,9,30,285.12,8.75,1020,68,Clouds
"11th March 2023",Saturday,9,30,285.12,8.75,1020,67,Clouds
"11th March 2023",Saturday,9,30,285.48,7.72,1020,67,Clouds
"11th March 2023",Saturday,9,30,285.48,7.72,1020,67,Clouds
"11th March 2023",Saturday,9,30,285.48,7.72,1020,67,Clouds
"11th March 2023",Saturday,9,30,285.48,7.72,1020,67,Clouds
"11th March 2023",Saturday,9,30,286.02,6.17,1020,65,Clouds
"11th March 2023",Saturday,9,30,286.06,8.23,1020,64,Clouds
"11th March 2023",Saturday,9,30,286.56,8.23,1020,63,Clouds
"11th March 2023",Saturday,9,30,286.56,8.23,1020,63,Clouds
"11th March 2023",Saturday,9,30,286.7,8.23,1020,62,Clouds
"11th March 2023",Saturday,9,30,286.82,8.23,1020,61,Clouds
"11th March 2023",Saturday,9,30,286.82,8.23,1020,61,Clouds
"11th March 2023",Saturday,9,30,287.26,7.2,1020,59,Clouds
"11th March 2023",Saturday,9,30,287.51,7.2,1020,58,Clouds
"11th March 2023",Saturday,9,30,287.51,7.2,1020,58,Clouds
"11th March 2023",Saturday,9,30,287.51,7.2,1020,58,Clouds
"11th March 2023",Saturday,9,30,287.45,7.72,1020,59,Clouds
"11th March 2023",Saturday,9,30,287.45,7.72,1020,59,Clouds
"11th March 2023",Saturday,9,30,287.52,7.72,1020,59,Clouds
"11th March 2023",Saturday,9,30,287.52,7.72,1020,59,Clouds
"11th March 2023",Saturday,9,30,287.52,7.72,1020,59,Clouds
"11th March 2023",Saturday,9,30,287.52,7.72,1020,59,Clouds
"11th March 2023",Saturday,9,30,287.39,7.2,1021,61,Clouds
"11th March 2023",Saturday,9,30,287.39,7.2,1021,61,Clouds
"11th March 2023",Saturday,9,30,286.8,7.2,1021,61,Clouds
"11th March 2023",Saturday,9,30,286.8,7.2,1021,61,Clouds
"11th March 2023",Saturday,9,30,287.21,7.2,1021,59,Clouds
"11th March 2023",Saturday,9,30,287.21,7.2,1021,59,Clouds
"11th March 2023",Saturday,9,30,287.47,7.2,1021,59,Clouds
"11th March 2023",Saturday,9,30,287.47,7.2,1021,59,Clouds
"11th March 2023",Saturday,9,30,287.38,7.2,1021,59,Clouds
"11th March 2023",Saturday,9,30,287.38,7.2,1021,59,Clouds
"11th March 2023",Saturday,9,30,287.38,7.2,1021,59,Clouds
"11th March 2023",Saturday,9,30,287.52,7.2,1021,60,Clouds
"11th March 2023",Saturday,9,30,287.52,7.2,1021,60,Clouds
"11th March 2023",Saturday,9,30,286.9,7.2,1022,63,Clouds
"11th March 2023",Saturday,9,30,286.9,7.2,1022,63,Clouds
"11th March 2023",Saturday,9,30,286.83,7.2,1022,64,Clouds
"11th March 2023",Saturday,9,30,286.32,6.69,1022,65,Clouds
"11th March 2023",Saturday,9,30,286.09,6.69,1022,65,Clouds
"11th March 2023",Saturday,9,30,286.09,6.69,1022,65,Clouds
"11th March 2023",Saturday,9,30,285.72,6.69,1022,66,Clouds
"11th March 2023",Saturday,9,30,285.72,6.69,1022,66,Clouds
"11th March 2023",Saturday,9,30,285.72,6.69,1022,66,Clouds
"11th March 2023",Saturday,9,30,285.72,6.69,1022,66,Clouds
"11th March 2023",Saturday,9,30,285.86,6.69,1022,67,Clouds
"11th March 2023",Saturday,9,30,285.86,6.69,1022,67,Clouds
"11th March 2023",Saturday,9,30,285.86,6.69,1022,67,Clouds
"11th March 2023",Saturday,9,30,284.9,5.66,1022,69,Clouds
"11th March 2023",Saturday,9,30,285.15,5.66,1022,67,Clouds
"11th March 2023",Saturday,9,30,285.15,5.66,1022,67,Clouds
"11th March 2023",Saturday,9,30,284.81,6.17,1023,66,Clouds
"11th March 2023",Saturday,9,30,284.81,6.17,1023,66,Clouds
"11th March 2023",Saturday,9,30,284.81,6.17,1023,66,Clouds
"11th March 2023",Saturday,9,30,285.06,6.17,1023,66,Clouds
"11th March 2023",Saturday,9,30,285.06,6.17,1023,66,Clouds
"11th March 2023",Saturday,9,30,284.92,4.63,1023,67,Clouds
"11th March 2023",Saturday,9,30,284.92,4.63,1023,67,Clouds
"11th March 2023",Saturday,9,30,284.92,4.63,1023,67,Clouds
"11th March 2023",Saturday,9,30,284.52,4.63,1023,65,Clouds
"11th March 2023",Saturday,9,30,284.41,5.66,1023,66,Clouds
"11th March 2023",Saturday,9,30,284.41,5.66,1023,67,Clouds
"11th March 2023",Saturday,9,30,284.41,5.66,1023,67,Clouds
"11th March 2023",Saturday,9,30,284.24,5.66,1023,67,Clouds
"11th March 2023",Saturday,9,30,284.17,5.66,1023,67,Clouds
"11th March 2023",Saturday,9,30,283.93,5.14,1023,69,Clouds
"11th March 2023",Saturday,9,30,283.92,5.14,1023,69,Clouds
"11th March 2023",Saturday,9,30,283.92,5.14,1023,69,Clouds
"11th March 2023",Saturday,9,30,283.59,5.14,1023,70,Clouds
"11th March 2023",Saturday,9,30,283.59,5.14,1023,70,Clouds
"11th March 2023",Saturday,9,30,283.27,5.66,1024,71,Clouds
"11th March 2023",Saturday,9,30,283.27,5.66,1024,71,Clouds
"11th March 2023",Saturday,9,30,282.97,5.66,1023,74,Clouds
"11th March 2023",Saturday,9,30,282.97,5.66,1023,74,Clouds
"11th March 2023",Saturday,9,30,283,3.09,1024,73,Clouds
"11th March 2023",Saturday,9,30,283,3.09,1024,73,Clouds
"11th March 2023",Saturday,9,30,282.78,3.09,1024,74,Clouds
"11th March 2023",Saturday,9,30,282.78,3.09,1024,75,Clouds
"11th March 2023",Saturday,9,30,282.78,3.09,1024,75,Clouds
"11th March 2023",Saturday,9,30,282.48,3.6,1024,74,Clouds
"11th March 2023",Saturday,9,30,282.48,3.6,1024,74,Clouds
"11th March 2023",Saturday,9,30,282.52,3.6,1024,75,Clouds
"11th March 2023",Saturday,9,30,282.52,3.6,1024,75,Clouds
"11th March 2023",Saturday,9,30,282.52,3.6,1024,75,Clouds
"11th March 2023",Saturday,9,30,282.04,3.09,1024,77,Clouds
"11th March 2023",Saturday,9,30,282.28,3.09,1024,77,Clouds
"11th March 2023",Saturday,9,30,281.92,3.09,1024,78,Rain
"11th March 2023",Saturday,9,30,281.92,3.09,1024,78,Rain
"11th March 2023",Saturday,9,30,281.51,2.57,1024,80,Rain
"11th March 2023",Saturday,9,30,281.51,2.57,1024,80,Rain
"11th March 2023",Saturday,9,30,281.51,2.57,1024,80,Rain
"11th March 2023",Saturday,9,30,281.42,2.57,1024,80,Rain
"11th March 2023",Saturday,9,30,281.42,2.57,1024,80,Rain
"11th March 2023",Saturday,9,30,281.42,2.57,1024,80,Rain
"11th March 2023",Saturday,9,30,281.13,3.09,1024,81,Rain
"11th March 2023",Saturday,9,30,281.36,3.09,1024,80,Rain
"11th March 2023",Saturday,9,30,281.36,3.09,1024,80,Rain
"11th March 2023",Saturday,9,30,281.36,3.09,1024,80,Rain
"11th March 2023",Saturday,9,30,281.02,2.57,1024,81,Rain
"11th March 2023",Saturday,9,30,281.02,2.57,1024,81,Rain
"11th March 2023",Saturday,9,30,281.02,2.57,1024,81,Rain
"11th March 2023",Saturday,9,30,281.22,5.14,1024,80,Rain
"11th March 2023",Saturday,9,30,281.22,5.14,1024,80,Rain
"11th March 2023",Saturday,9,30,281.22,5.14,1024,80,Rain
"11th March 2023",Saturday,9,30,281.22,5.14,1024,80,Rain
"11th March 2023",Saturday,9,30,280.85,5.14,1024,81,Rain
"11th March 2023",Saturday,9,30,280.85,5.14,1024,81,Rain
"11th March 2023",Saturday,9,30,280.73,4.12,1024,81,Clouds
"11th March 2023",Saturday,9,30,280.73,4.12,1024,81,Clouds
"11th March 2023",Saturday,9,30,280.73,4.12,1024,80,Clouds
